"","lagoslakeid","nh4","no2no3","tn","nh4_detectionlimit","no2no3_detectionlimit","tn_detectionlimit","sampleyear","samplemonth","tkn","tkn_detectionlimit","hu8_baseflow","hu8_no3depo","hu8_totalndepo","hu8_runoff","urban","rowcrop","pasture","forest","wetland","openh20","lake_area","maxdepth","lakeconnection","la_wa_ratio"
"1974",1919,45,1727,NA,NA,NA,NA,1995,8,2719,NA,25.8059,15.5965,6.537,11.5364,7.45,80.63,3.62,6.44,0.48,0.29,335.506609,7.3,"DR_LakeStream",0.00202173569276582
"1975",1919,81,3976,NA,NA,NA,NA,1991,8,2054,NA,25.8059,15.5965,6.537,11.5364,7.45,80.63,3.62,6.44,0.48,0.29,335.506609,7.3,"DR_LakeStream",0.00202173569276582
"1976",1919,30,1415,NA,NA,NA,NA,2002,8,1232,NA,25.8059,15.5965,6.537,11.5364,7.45,80.63,3.62,6.44,0.48,0.29,335.506609,7.3,"DR_LakeStream",0.00202173569276582
"1977",1919,18,344,NA,NA,NA,NA,1998,8,1284,NA,25.8059,15.5965,6.537,11.5364,7.45,80.63,3.62,6.44,0.48,0.29,335.506609,7.3,"DR_LakeStream",0.00202173569276582
"1978",1920,4,3,NA,10,10,NA,2009,8,720,100,63.3796,15.5348,6.2889,10.5183,9.54,3.49,4.91,43.01,28.05,1.47,75.60542536,27.432,"DR_Stream",0.113604345940584
"1979",1921,39,47,NA,15,6,NA,2007,9,194,100,40.1818,16.8293,5.8002,21.4975,17.44,21.6,14.93,32.58,8.63,0.1,8.588661336,1.5,"Headwater",0.00434108616067961
"1980",1922,24,25,NA,10,10,NA,2004,8,360,100,70.198,12.0627,5.2172,17.3099,6.25,0,0,78.2,2.92,1.28,24.48994777,5.1816,"DR_Stream",0.0580066169276749
"1981",1922,13,12,NA,7.1,5.9,NA,1981,8,240,64,70.198,12.0627,5.2172,17.3099,6.25,0,0,78.2,2.92,1.28,24.48994777,5.1816,"DR_Stream",0.0580066169276749
"1982",1924,151,865,NA,NA,NA,NA,2001,7,444,NA,26.6501,16.7453,6.9016,14.2795,NA,NA,NA,NA,NA,NA,2.127839966,5.2,"DR_Stream",NA
"1983",1925,20,10,NA,NA,NA,NA,1981,9,670,NA,49.2771,8.61,4.3194,9.7705,3.7,0,17.75,45.48,28.62,0.98,88.45216831,9.8,"Isolated",0.290893098632709
"1984",1927,110,10,NA,NA,NA,NA,1980,7,810,NA,57.938,10.0866,5.2953,7.4903,11.36,11.37,5.24,23.11,44,1.2,601.217439,8.2,"DR_LakeStream",0.378168677124844
"1985",1927,100,20,NA,NA,NA,NA,1980,9,1200,NA,57.938,10.0866,5.2953,7.4903,11.36,11.37,5.24,23.11,44,1.2,601.217439,8.2,"DR_LakeStream",0.378168677124844
"1986",1930,50,10,NA,NA,NA,NA,1981,8,440,NA,62.4403,8.9036,4.6815,6.4658,1.32,0,6.22,74.84,13.47,0.6,284.7656119,5.8,"DR_LakeStream",0.37661510899937
"1987",1932,40,10,NA,NA,NA,NA,1991,7,2740,NA,50.4436,9.8422,5.3729,4.8574,7.91,48.85,30.3,8.75,1.06,1.36,85.79128337,5.5,"DR_LakeStream",0.559793571120772
"1988",1932,40,10,NA,NA,NA,NA,1991,8,2270,NA,50.4436,9.8422,5.3729,4.8574,7.91,48.85,30.3,8.75,1.06,1.36,85.79128337,5.5,"DR_LakeStream",0.559793571120772
"1989",1934,50,40,NA,NA,NA,NA,1980,7,730,NA,53.914,10.3948,5.4691,5.4447,52.37,0.35,1.71,37.73,4.43,1.89,974.7547055,25.3,"Headwater",0.868720592462677
"1990",1934,50,10,NA,NA,NA,NA,1980,9,870,NA,53.914,10.3948,5.4691,5.4447,52.37,0.35,1.71,37.73,4.43,1.89,974.7547055,25.3,"Headwater",0.868720592462677
"1991",1934,60,10,NA,NA,NA,NA,1980,7,350,NA,53.914,10.3948,5.4691,5.4447,52.37,0.35,1.71,37.73,4.43,1.89,974.7547055,25.3,"Headwater",0.868720592462677
"1992",1935,26,25,NA,10,10,NA,2001,8,380,100,70.637,16.3578,6.7734,12.0741,10.24,42.21,6.46,37.69,0.66,0.07,17.36812172,12.8016,"Headwater",0.0217458619704502
"1993",1935,60,38,NA,7.1,5.9,NA,1996,9,560,64,70.637,16.3578,6.7734,12.0741,10.24,42.21,6.46,37.69,0.66,0.07,17.36812172,12.8016,"Headwater",0.0217458619704502
"1994",1939,14,4,487,NA,NA,NA,1991,8,NA,NA,55.3571,8.282,4.154,6.7402,3.06,0,8.97,73.37,7.5,6.51,81.66704745,12.2,"Isolated",0.901674000238045
"1995",1945,27,14,NA,15,6,NA,2007,9,58,100,48.819,17.7695,6.115,21.8532,7.34,1.35,13.37,71.91,4.77,0.28,19.72907919,7.4,"DR_Stream",0.0510257873504919
"1996",1946,19,6,NA,7.1,5.9,NA,1981,9,680,64,76.7892,13.8787,5.5732,11.6326,7.95,0,0,72.6,3.68,4.95,26.04908672,10.668,"Headwater",0.193687181670927
"1997",1946,3,2,NA,10,10,NA,2007,8,570,100,76.7892,13.8787,5.5732,11.6326,7.95,0,0,72.6,3.68,4.95,26.04908672,10.668,"Headwater",0.193687181670927
"1998",1950,49,7,NA,10,10,NA,2001,8,589,100,74.544,15.4632,6.3601,12.5509,18.63,0.15,0,68.86,2.48,1.6,24.36578291,4.572,"Isolated",0.392221307800821
"1999",1950,58,3,NA,7.1,5.9,NA,1989,9,670,64,74.544,15.4632,6.3601,12.5509,18.63,0.15,0,68.86,2.48,1.6,24.36578291,4.572,"Isolated",0.392221307800821
"2000",1954,4,1,NA,7.1,5.9,NA,1992,9,430,64,63.3796,15.5348,6.2889,10.5183,12.09,1.17,10.63,39.62,27.7,5.69,74.2308309,21.336,"Isolated",0.34422462781014
"2001",1954,2,2,NA,7.1,5.9,NA,1988,9,450,64,63.3796,15.5348,6.2889,10.5183,12.09,1.17,10.63,39.62,27.7,5.69,74.2308309,21.336,"Isolated",0.34422462781014
"2002",1955,115,13,NA,15,6,NA,2006,9,895,100,44.2528,18.5707,6.388,24.5959,NA,NA,NA,NA,NA,NA,2.109135004,1.7,"DR_Stream",NA
"2003",1956,100,10,NA,NA,NA,NA,1981,8,1000,NA,59.4603,8.9432,4.6191,5.3765,3.73,0.49,12.44,31.04,46.13,1.72,92.71264408,2.4,"DR_LakeStream",0.181381292697261
"2004",1958,5,1,NA,7.1,5.9,NA,1990,8,940,64,71.8204,13.0366,5.1648,11.4269,6.57,0.13,0,63.39,23.87,1.42,248.8266718,2.7432,"DR_Stream",0.168785032261405
"2005",1961,18,22,NA,NA,NA,NA,2000,8,830,NA,70.637,16.3578,6.7734,12.0741,NA,NA,NA,NA,NA,NA,1.907295986,11.6,"Isolated",NA
"2006",1961,35,13,NA,NA,NA,NA,2004,7,581,NA,70.637,16.3578,6.7734,12.0741,NA,NA,NA,NA,NA,NA,1.907295986,11.6,"Isolated",NA
"2007",1964,80,20,NA,NA,NA,NA,1990,7,1900,NA,53.914,10.3948,5.4691,5.4447,27.02,4.61,24.93,27.81,7.38,0.94,112.3110074,10.1,"DR_LakeStream",0.0764700868007363
"2008",1965,4,27,NA,7.1,5.9,NA,1980,8,690,64,58.6197,9.1893,4.4307,20.5349,8.95,0.42,0,39.01,46.49,2.8,29.71113669,1.8288,"DR_Stream",0.0388380032153076
"2009",1966,22,22,NA,NA,NA,NA,1999,7,814,NA,50.5501,13.888,5.8461,12.0704,25.65,22.66,3.06,27.53,16.18,0.38,33.16235779,9.8,"DR_Stream",0.0433428937029126
"2010",1966,18,398,NA,NA,NA,NA,1990,8,1510,NA,50.5501,13.888,5.8461,12.0704,25.65,22.66,3.06,27.53,16.18,0.38,33.16235779,9.8,"DR_Stream",0.0433428937029126
"2011",1966,18,22,NA,NA,NA,NA,1995,7,706,NA,50.5501,13.888,5.8461,12.0704,25.65,22.66,3.06,27.53,16.18,0.38,33.16235779,9.8,"DR_Stream",0.0433428937029126
"2012",1966,19,13,NA,NA,NA,NA,2004,8,579,NA,50.5501,13.888,5.8461,12.0704,25.65,22.66,3.06,27.53,16.18,0.38,33.16235779,9.8,"DR_Stream",0.0433428937029126
"2013",1967,15.4,295,NA,15,6,NA,2009,7,489,100,50.6929,14.9064,5.1658,21.365,NA,NA,NA,NA,NA,NA,3.731629151,3,"DR_Stream",NA
"2014",1967,27.1,510,NA,15,6,NA,2009,9,150,100,50.6929,14.9064,5.1658,21.365,NA,NA,NA,NA,NA,NA,3.731629151,3,"DR_Stream",NA
"2015",1968,26,5,1065,25.8,25.8,20,2007,9,NA,NA,57.4465,8.295,4.4247,6.0365,4.2,28.5,44,15.46,2.95,0.59,51.31252009,17.7,"DR_Stream",0.116126950679159
"2016",1971,10,4,397,NA,NA,NA,1991,9,NA,NA,53.4963,8.1166,3.895,10.858,1.14,0.05,0,51.73,39.22,1.23,649.1981282,11.6,"DR_LakeStream",0.165199827047802
"2017",1975,19,22,NA,NA,NA,NA,1999,7,1121,NA,47.4447,14.0467,5.949,12.094,27.16,39.68,15.91,10.79,5.12,1.2,17.69206574,1.2,"DR_LakeStream",0.130891942180598
"2018",1976,151,44,NA,7.1,5.9,NA,1981,8,950,64,67.2021,10.3764,5.0327,13.8669,3.46,0.3,0,70.57,24.44,1,40.75101878,6.4008,"DR_Stream",0.0522029853541942
"2019",1981,39,13,NA,NA,NA,NA,2002,7,403,NA,18.3463,18.4524,7.3189,15.289,1,0.29,3.38,94.92,0,0.18,16.99325055,10.7,"DR_Stream",0.028478870962337
"2020",1981,30,179,NA,NA,NA,NA,1990,7,1302,NA,18.3463,18.4524,7.3189,15.289,1,0.29,3.38,94.92,0,0.18,16.99325055,10.7,"DR_Stream",0.028478870962337
"2021",1981,18,14,NA,NA,NA,NA,2009,8,269,NA,18.3463,18.4524,7.3189,15.289,1,0.29,3.38,94.92,0,0.18,16.99325055,10.7,"DR_Stream",0.028478870962337
"2022",1982,15,4,652,NA,NA,NA,1991,7,NA,NA,55.3571,8.282,4.154,6.7402,0.66,0,1.61,72.76,15.53,2.64,8.151766181,4.6,"Isolated",0.0662010002038265
"2023",1983,20,10,NA,NA,NA,NA,1981,8,670,NA,57.4465,8.295,4.4247,6.0365,7.65,15.67,12.02,36.58,22.45,0.38,47.92799358,10.7,"Headwater",0.200701847772311
"2024",1985,6,6,NA,10,10,NA,2009,8,470,100,70.637,16.3578,6.7734,12.0741,31.06,25.92,6.48,17.15,17.15,0.27,88.54249974,15.8496,"DR_LakeStream",0.0550597991052629
"2025",1985,1,2,NA,7.1,5.9,NA,1996,9,400,64,70.637,16.3578,6.7734,12.0741,31.06,25.92,6.48,17.15,17.15,0.27,88.54249974,15.8496,"DR_LakeStream",0.0550597991052629
"2026",1986,13,8,NA,7.1,5.9,NA,1981,9,660,64,63.3796,15.5348,6.2889,10.5183,11.74,0.32,0.83,29.27,50.24,4.78,196.4064349,18.8976,"Headwater",0.280096373109838
"2027",1986,110,3,NA,7.1,5.9,NA,1992,9,600,64,63.3796,15.5348,6.2889,10.5183,11.74,0.32,0.83,29.27,50.24,4.78,196.4064349,18.8976,"Headwater",0.280096373109838
"2028",1986,7,2,NA,10,10,NA,2001,8,590,100,63.3796,15.5348,6.2889,10.5183,11.74,0.32,0.83,29.27,50.24,4.78,196.4064349,18.8976,"Headwater",0.280096373109838
"2029",1987,27,6,NA,15,6,NA,2005,8,431,100,50.6929,14.9064,5.1658,21.365,59.05,0,3.68,29.85,4.75,2.26,4.874740845,2.6,"DR_Stream",0.0322417624267053
"2030",1989,18,46,NA,NA,NA,NA,1996,8,505,NA,25.6011,17.6323,7.1719,15.0607,NA,NA,NA,NA,NA,NA,2.430296196,4.9,"DR_Stream",NA
"2031",1989,18,13,NA,NA,NA,NA,2001,7,596,NA,25.6011,17.6323,7.1719,15.0607,NA,NA,NA,NA,NA,NA,2.430296196,4.9,"DR_Stream",NA
"2032",1989,19,117,NA,NA,NA,NA,1992,8,365,NA,25.6011,17.6323,7.1719,15.0607,NA,NA,NA,NA,NA,NA,2.430296196,4.9,"DR_Stream",NA
"2033",1995,260,10,NA,NA,NA,NA,1981,9,1760,NA,50.0001,9.3526,5.312,3.8013,5.78,84.57,0,0.87,4.07,1.7,365.8372603,2.7,"DR_Stream",0.275318615463368
"2034",1996,17,4,676,NA,NA,NA,1991,8,NA,NA,55.8713,7.2167,3.6168,8.0677,0,0,0,68.03,27.48,3.06,123.2605303,7.4,"DR_LakeStream",0.0763485192135233
"2035",1997,72,1,NA,7.1,5.9,NA,1988,9,1060,64,63.3956,18.6564,7.4484,8.4231,43.49,2.71,5.27,36.54,6.87,1.1,421.3223547,10.7,"DR_LakeStream",0.134663102463786
"2036",1997,31,5,NA,10,10,NA,2002,8,449,100,63.3956,18.6564,7.4484,8.4231,43.49,2.71,5.27,36.54,6.87,1.1,421.3223547,10.7,"DR_LakeStream",0.134663102463786
"2037",1999,66,1788,NA,NA,NA,NA,1992,8,682,NA,70.637,16.3578,6.7734,12.0741,8.77,46.77,22.8,5.88,13.85,1.22,178.8865401,19.8,"DR_LakeStream",0.0555161757392217
"2038",1999,70,403,NA,NA,NA,NA,1997,8,900,NA,70.637,16.3578,6.7734,12.0741,8.77,46.77,22.8,5.88,13.85,1.22,178.8865401,19.8,"DR_LakeStream",0.0555161757392217
"2039",1999,19,518,NA,NA,NA,NA,2002,8,979,NA,70.637,16.3578,6.7734,12.0741,8.77,46.77,22.8,5.88,13.85,1.22,178.8865401,19.8,"DR_LakeStream",0.0555161757392217
"2040",1999,18,196,NA,NA,NA,NA,2006,8,2043,NA,70.637,16.3578,6.7734,12.0741,8.77,46.77,22.8,5.88,13.85,1.22,178.8865401,19.8,"DR_LakeStream",0.0555161757392217
"2041",1999,148,2769,NA,NA,NA,NA,1989,7,1694,NA,70.637,16.3578,6.7734,12.0741,8.77,46.77,22.8,5.88,13.85,1.22,178.8865401,19.8,"DR_LakeStream",0.0555161757392217
"2042",2004,80,10,NA,NA,NA,NA,1981,9,540,NA,55.7659,7.999,3.9836,8.423,6.57,0,0,65.12,17.21,3.22,109.917171,10.7,"Isolated",0.234957476193796
"2043",2008,2,5,NA,10,10,NA,2007,9,380,100,76.7892,13.8787,5.5732,11.6326,22.81,0,0,54.37,9.41,7.61,82.72192978,15.2,"Isolated",0.686326019459547
"2044",2008,8,2,NA,7.1,5.9,NA,1992,9,460,64,76.7892,13.8787,5.5732,11.6326,22.81,0,0,54.37,9.41,7.61,82.72192978,15.2,"Isolated",0.686326019459547
"2045",2010,6,1,NA,7.1,5.9,NA,1991,8,350,64,61.1004,10.4153,5.1226,14.5154,5.19,0,0,47.99,43.78,2.88,194.5812428,3.2004,"DR_Stream",0.260878147593937
"2046",2011,27,6,NA,10,10,NA,2005,8,750,100,70.637,16.3578,6.7734,12.0741,34.52,27.06,3.35,13.55,14.77,5.79,83.72612267,12.192,"DR_LakeStream",0.473446569124527
"2047",2013,33,5,NA,10,10,NA,2002,8,218,100,67.2021,10.3764,5.0327,13.8669,5.75,4.8,0.07,69.98,17.19,0.7,131.9379053,9.8,"DR_LakeStream",0.0565110774660079
"2048",2015,40,10,NA,NA,NA,NA,1980,7,730,NA,57.938,10.0866,5.2953,7.4903,4.13,3,23.09,44.52,1.52,0.45,82.08188101,21,"Isolated",0.313425814185436
"2049",2022,170,10,NA,NA,NA,NA,1981,8,1520,NA,54.4929,8.5868,4.5137,7.0899,8.3,42.65,22.16,14.69,8.13,1.27,144.0784795,9.7,"DR_LakeStream",0.173881554105513
"2050",2023,18,1319,NA,NA,NA,NA,2006,7,1198,NA,70.637,16.3578,6.7734,12.0741,4.83,56.95,14.42,7.4,13.77,1.4,47.36634344,24.7,"DR_LakeStream",0.042359418757689
"2051",2023,50,1605,NA,NA,NA,NA,1992,8,595,NA,70.637,16.3578,6.7734,12.0741,4.83,56.95,14.42,7.4,13.77,1.4,47.36634344,24.7,"DR_LakeStream",0.042359418757689
"2052",2023,18,1035,NA,NA,NA,NA,1997,8,1400,NA,70.637,16.3578,6.7734,12.0741,4.83,56.95,14.42,7.4,13.77,1.4,47.36634344,24.7,"DR_LakeStream",0.042359418757689
"2053",2023,18,955,NA,NA,NA,NA,2002,8,748,NA,70.637,16.3578,6.7734,12.0741,4.83,56.95,14.42,7.4,13.77,1.4,47.36634344,24.7,"DR_LakeStream",0.042359418757689
"2054",2023,910,1619,NA,NA,NA,NA,1989,7,1560,NA,70.637,16.3578,6.7734,12.0741,4.83,56.95,14.42,7.4,13.77,1.4,47.36634344,24.7,"DR_LakeStream",0.042359418757689
"2055",2034,1037,32,NA,NA,NA,NA,1996,7,1422,NA,25.8059,15.5965,6.537,11.5364,21.41,11.24,23.08,40.2,0,1.61,9.087801752,5.8,"DR_Stream",0.0673179994977988
"2056",2034,51,103,NA,NA,NA,NA,1991,8,1400,NA,25.8059,15.5965,6.537,11.5364,21.41,11.24,23.08,40.2,0,1.61,9.087801752,5.8,"DR_Stream",0.0673179994977988
"2057",2034,28,13,NA,NA,NA,NA,2009,7,795,NA,25.8059,15.5965,6.537,11.5364,21.41,11.24,23.08,40.2,0,1.61,9.087801752,5.8,"DR_Stream",0.0673179994977988
"2058",2034,13,21,NA,NA,NA,NA,2002,8,1465,NA,25.8059,15.5965,6.537,11.5364,21.41,11.24,23.08,40.2,0,1.61,9.087801752,5.8,"DR_Stream",0.0673179994977988
"2059",2036,31,56,NA,10,10,NA,2001,8,450,100,70.637,16.3578,6.7734,12.0741,19.82,42.66,5.84,22.48,6.55,1.42,106.1366604,16.764,"Headwater",0.203849682760041
"2060",2036,54,101,NA,7.1,5.9,NA,1996,9,450,64,70.637,16.3578,6.7734,12.0741,19.82,42.66,5.84,22.48,6.55,1.42,106.1366604,16.764,"Headwater",0.203849682760041
"2061",2038,5,5,NA,10,10,NA,2004,8,784,100,70.8467,18.8019,7.7472,12.0887,6.49,16.35,13.45,26.9,31.65,4.23,75.49544806,12.4968,"Headwater",0.482502032376358
"2062",2040,6,10,394,NA,NA,NA,1995,8,NA,NA,53.4963,8.1166,3.895,10.858,NA,NA,NA,NA,NA,NA,2.367706751,7.3,"Isolated",NA
"2063",2040,52,10,374.7,NA,NA,NA,1994,8,NA,NA,53.4963,8.1166,3.895,10.858,NA,NA,NA,NA,NA,NA,2.367706751,7.3,"Isolated",NA
"2064",2040,7,10,400,NA,NA,NA,1992,7,NA,NA,53.4963,8.1166,3.895,10.858,NA,NA,NA,NA,NA,NA,2.367706751,7.3,"Isolated",NA
"2065",2043,1,1,NA,7.1,5.9,NA,1989,9,530,64,70.637,16.3578,6.7734,12.0741,10.86,51.7,7.1,22.45,4.83,1.79,120.3525459,14,"Headwater",0.323277497934606
"2066",2043,6,2,NA,10,10,NA,2001,8,330,100,70.637,16.3578,6.7734,12.0741,10.86,51.7,7.1,22.45,4.83,1.79,120.3525459,14,"Headwater",0.323277497934606
"2067",2043,13,8,NA,7.1,5.9,NA,1981,9,420,64,70.637,16.3578,6.7734,12.0741,10.86,51.7,7.1,22.45,4.83,1.79,120.3525459,14,"Headwater",0.323277497934606
"2068",2047,7,5,NA,7.1,5.9,NA,1981,8,370,64,70.198,12.0627,5.2172,17.3099,2.21,0,0,85.89,7.63,3.06,50.88284462,5.4864,"Isolated",0.403375088668688
"2069",2047,5,3,NA,10,10,NA,2009,8,330,100,70.198,12.0627,5.2172,17.3099,2.21,0,0,85.89,7.63,3.06,50.88284462,5.4864,"Isolated",0.403375088668688
"2070",2048,4,7,NA,7.1,5.9,NA,1981,8,310,64,65.7037,10.5997,5.2784,12.7734,12.86,0,0,70.98,11.45,3.3,38.41535378,12.192,"Isolated",0.350584829018798
"2071",2048,2,2,NA,10,10,NA,2008,8,360,100,65.7037,10.5997,5.2784,12.7734,12.86,0,0,70.98,11.45,3.3,38.41535378,12.192,"Isolated",0.350584829018798
"2072",2048,4,1,NA,7.1,5.9,NA,1997,9,360,64,65.7037,10.5997,5.2784,12.7734,12.86,0,0,70.98,11.45,3.3,38.41535378,12.192,"Isolated",0.350584829018798
"2073",2049,58.1,640,NA,15,6,NA,2009,7,1070,100,46.118,20.1412,6.891,23.8545,43.21,0,0.59,51.61,3.23,1.36,12.13434743,5.8,"Headwater",0.114584920959268
"2074",2050,212,78,NA,15,6,NA,2005,8,773,100,62.3157,13.1528,4.5475,19.7645,9.14,83.25,5.33,0,1.78,0.51,6.590776367,4.9,"Headwater",0.186039021697702
"2075",2051,4,2,NA,7.1,5.9,NA,1980,9,1400,64,47.6485,17.5029,7.053,8.7434,16.15,24.55,20.84,25.32,8.44,0.56,243.0668447,5.5,"DR_LakeStream",0.0120264636032166
"2076",2051,9,5,NA,10,10,NA,2008,8,1090,100,47.6485,17.5029,7.053,8.7434,16.15,24.55,20.84,25.32,8.44,0.56,243.0668447,5.5,"DR_LakeStream",0.0120264636032166
"2077",2055,39,14,NA,7.1,5.9,NA,1981,9,660,64,68.2695,18.0209,7.5578,14.8388,7.7,19.87,3.54,37.64,27.7,0.79,28.13394534,7.62,"DR_Stream",0.136627715756784
"2078",2055,26,5,NA,10,10,NA,2007,8,660,100,68.2695,18.0209,7.5578,14.8388,7.7,19.87,3.54,37.64,27.7,0.79,28.13394534,7.62,"DR_Stream",0.136627715756784
"2079",2056,7.78,6.3,NA,15,6,NA,2009,8,607,100,62.3157,13.1528,4.5475,19.7645,10.68,1.9,0.14,24.26,60.17,0.11,4.344029457,1.4,"DR_Stream",0.00218555469772612
"2080",2058,4,1,NA,7.1,5.9,NA,1990,8,780,64,76.7892,13.8787,5.5732,11.6326,6.94,1.01,13.59,50.54,19.4,1.64,45.7310445,19.812,"DR_Stream",0.0355662388905172
"2081",2058,8,5,NA,10,10,NA,2007,8,500,100,76.7892,13.8787,5.5732,11.6326,6.94,1.01,13.59,50.54,19.4,1.64,45.7310445,19.812,"DR_Stream",0.0355662388905172
"2082",2060,32,4,186,NA,NA,NA,1991,7,NA,NA,54.0445,10.5188,5.0007,12.2295,1.07,0,0,56.4,16.68,2.52,819.6141398,34.1,"DR_LakeStream",0.497275495314677
"2083",2061,40,10,NA,NA,NA,NA,1981,9,660,NA,52.569,8.652,4.3834,7.8484,2.2,0,2.83,54.73,36.04,2,170.8603564,7,"DR_Stream",0.223936920013467
"2084",2062,20,101,NA,7.1,5.9,NA,1987,8,320,64,84.9279,13.6631,5.4525,14.6125,7.81,4.46,0.35,56.88,7.76,0.44,1120.339158,8.84,"DR_LakeStream",0.0494815131918852
"2085",2062,41,101,NA,10,10,NA,2003,8,1310,100,84.9279,13.6631,5.4525,14.6125,7.81,4.46,0.35,56.88,7.76,0.44,1120.339158,8.84,"DR_LakeStream",0.0494815131918852
"2086",2065,90,40,NA,NA,NA,NA,1980,7,1280,NA,52.7149,8.5815,4.6585,4.5614,15.78,37.02,22.13,12.88,5.62,1.54,293.424927,23.2,"Headwater",0.441777996174693
"2087",2068,9,4,384,NA,NA,NA,1991,8,NA,NA,55.8713,7.2167,3.6168,8.0677,0,0,0,75.18,22.63,0.88,87.24871511,15.8,"DR_LakeStream",0.12747947537765
"2088",2069,19,13,NA,NA,NA,NA,2001,7,297,NA,26.6501,16.7453,6.9016,14.2795,NA,NA,NA,NA,NA,NA,1.214582776,8.8,"Isolated",NA
"2089",2070,10,4,412,NA,NA,NA,1991,7,NA,NA,55.3571,8.282,4.154,6.7402,3.95,0,0,65.21,18.02,7,45.42119143,12.2,"Isolated",0.199855887576534
"2090",2075,13,3,NA,7.1,5.9,NA,1985,9,440,64,74.544,15.4632,6.3601,12.5509,7.49,16.96,11.33,46.6,7.64,0.33,191.425654,13.716,"DR_LakeStream",0.0290809056465455
"2091",2075,4,4,NA,10,10,NA,2006,8,340,100,74.544,15.4632,6.3601,12.5509,7.49,16.96,11.33,46.6,7.64,0.33,191.425654,13.716,"DR_LakeStream",0.0290809056465455
"2092",2075,69,6,NA,10,10,NA,2001,8,404,100,74.544,15.4632,6.3601,12.5509,7.49,16.96,11.33,46.6,7.64,0.33,191.425654,13.716,"DR_LakeStream",0.0290809056465455
"2093",2075,2,1,NA,7.1,5.9,NA,1989,9,570,64,74.544,15.4632,6.3601,12.5509,7.49,16.96,11.33,46.6,7.64,0.33,191.425654,13.716,"DR_LakeStream",0.0290809056465455
"2094",2081,6,28,NA,15,6,NA,2007,7,248,100,44.2528,18.5707,6.388,24.5959,3.27,0,0,82.78,13.14,0.82,9.656293534,3.8,"DR_Stream",0.0729841832558026
"2095",2083,80,10,NA,NA,NA,NA,1981,7,520,NA,62.4403,8.9036,4.6815,6.4658,16.03,0,0,74.05,6.11,3.82,4.205105193,16.8,"Isolated",0.367543299428917
"2096",2083,20,10,NA,NA,NA,NA,1981,9,660,NA,62.4403,8.9036,4.6815,6.4658,16.03,0,0,74.05,6.11,3.82,4.205105193,16.8,"Isolated",0.367543299428917
"2097",2083,50,10,NA,NA,NA,NA,1981,8,770,NA,62.4403,8.9036,4.6815,6.4658,16.03,0,0,74.05,6.11,3.82,4.205105193,16.8,"Isolated",0.367543299428917
"2098",2084,13,13,NA,7.1,5.9,NA,1981,9,960,64,70.637,16.3578,6.7734,12.0741,19.55,19.74,1.89,40.61,10.77,1.98,63.47322504,18.288,"Isolated",0.66534970750562
"2099",2084,10,5,NA,10,10,NA,2001,8,770,100,70.637,16.3578,6.7734,12.0741,19.55,19.74,1.89,40.61,10.77,1.98,63.47322504,18.288,"Isolated",0.66534970750562
"2100",2090,17,9,NA,7.1,5.9,NA,1981,9,570,64,70.8467,18.8019,7.7472,12.0887,37.78,4.6,5.36,46.96,1.07,1.37,78.59643303,3.048,"Isolated",0.0783310394004143
"2101",2090,5,5,NA,10,10,NA,2004,8,439,100,70.8467,18.8019,7.7472,12.0887,37.78,4.6,5.36,46.96,1.07,1.37,78.59643303,3.048,"Isolated",0.0783310394004143
"2102",2093,42,5,NA,10,10,NA,2002,8,753,100,63.3956,18.6564,7.4484,8.4231,13.8,0.48,2.04,58.1,22.56,2.41,46.1711176,3.6576,"DR_LakeStream",0.122893644111534
"2103",2093,141,6,NA,7.1,5.9,NA,1988,9,1150,64,63.3956,18.6564,7.4484,8.4231,13.8,0.48,2.04,58.1,22.56,2.41,46.1711176,3.6576,"DR_LakeStream",0.122893644111534
"2104",2093,34,5,586,25.8,25.8,20,2007,7,NA,NA,63.3956,18.6564,7.4484,8.4231,13.8,0.48,2.04,58.1,22.56,2.41,46.1711176,3.6576,"DR_LakeStream",0.122893644111534
"2105",2098,25,5,NA,10,10,NA,2003,8,882,100,56.4537,17.443,6.9782,8.7594,29.03,8.23,19.62,34.24,6.49,2.38,233.1570984,16.764,"Headwater",0.604104009900408
"2106",2098,7,8,NA,7.1,5.9,NA,1981,9,410,64,56.4537,17.443,6.9782,8.7594,29.03,8.23,19.62,34.24,6.49,2.38,233.1570984,16.764,"Headwater",0.604104009900408
"2107",2098,14,5,461,25.8,25.8,20,2007,9,NA,NA,56.4537,17.443,6.9782,8.7594,29.03,8.23,19.62,34.24,6.49,2.38,233.1570984,16.764,"Headwater",0.604104009900408
"2108",2103,10,3,NA,10,10,NA,2006,8,790,100,55.5905,16.9094,6.8461,8.7448,9.17,7.46,16.14,38.2,25.86,0.88,35.44485714,4.572,"DR_Stream",0.0936692193525294
"2109",2105,120,40,NA,NA,NA,NA,1990,8,650,NA,59.4603,8.9432,4.6191,5.3765,18.81,5.8,6.44,39.19,24.14,0.53,2660.146722,23.2,"DR_LakeStream",0.300940500095341
"2110",2105,150,20,NA,NA,NA,NA,1989,9,670,NA,59.4603,8.9432,4.6191,5.3765,18.81,5.8,6.44,39.19,24.14,0.53,2660.146722,23.2,"DR_LakeStream",0.300940500095341
"2111",2105,50,10,NA,NA,NA,NA,1990,7,450,NA,59.4603,8.9432,4.6191,5.3765,18.81,5.8,6.44,39.19,24.14,0.53,2660.146722,23.2,"DR_LakeStream",0.300940500095341
